;Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Unnamed: 7
20308;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0126.png;1;Crab;301;287;332;305;
20470;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0126.png;2;Crab;593;440;627;470;
4891;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0103.png;3;Starfish;399;435;465;513;
5007;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0103.png;4;Crab;592;411;618;435;
5047;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0103.png;5;Crab;642;451;690;494;
5208;2019-02-21_06-36-31to2019-02-21_06-36-39_1-0103.png;6;Shrimp;378;327;478;393;
20350;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0006.png;2;Crab;596;464;630;502;
23981;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0004.png;18;Starfish;443;117;470;144;
23982;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0004.png;19;Starfish;456;82;501;105;
5513;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0062.png;45;Small_fish;388;499;508;533;
5587;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0062.png;48;Small_fish;232;505;358;539;
5787;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0062.png;55;Starfish;557;488;614;539;
16394;2019-02-22_23-58-37to2019-02-22_23-58-49_1-0067.png;18;Fish;251;229;345;285;
16261;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0081.png;25;Fish;714;301;821;380;
24633;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0091.png;1;Starfish;699;437;794;514;
24721;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0091.png;2;Jellyfish;344;394;376;419;
11089;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0099.png;1;Small_fish;0;504;42;543;
11196;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0099.png;3;Small_fish;92;411;177;466;
11341;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0099.png;6;Small_fish;35;477;115;517;
11415;2019-03-19_17-01-06to2019-03-19_17-01-19_1-0099.png;7;Small_fish;113;473;154;553;
19658;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0111.png;17;Fish;64;218;286;453;
7243;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;1;Starfish;399;475;470;533;
7543;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;3;Crab;600;420;643;450;
7849;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;5;Small_fish;0;388;27;401;
8063;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;6;Small_fish;12;409;72;425;
8215;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;7;Small_fish;0;374;38;389;
8435;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;9;Small_fish;21;294;92;319;
8617;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;11;Small_fish;0;428;45;445;
8774;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;12;Small_fish;0;459;52;481;
8858;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;16;Small_fish;14;267;77;290;
8986;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;19;Small_fish;0;401;29;412;
9079;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0193.png;20;Small_fish;27;169;54;230;
20580;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0075.png;33;Crab;690;372;734;400;
20745;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0075.png;34;Crab;744;365;775;393;
20909;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0075.png;35;Crab;738;493;777;527;
19037;2019-02-22_22-21-06to2019-02-22_22-21-16_1-0061.png;11;Fish;96;210;211;310;
17270;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0328.png;19;Fish;531;210;716;331;
19534;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0180.png;6;Fish;531;334;614;398;
4028;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0059.png;43;Starfish;546;487;613;539;
20312;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0130.png;1;Crab;302;266;328;281;
20474;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0130.png;2;Crab;593;442;627;470;
4493;2019-03-20_23-44-38to2019-03-20_23-44-46_1-0050.png;5;Small_fish;154;138;450;276;
11862;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0165.png;3;Starfish;431;459;475;505;
11992;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0165.png;6;Small_fish;562;485;668;524;
16786;2019-02-22_22-11-57to2019-02-22_22-12-10_1-0086.png;10;Fish;563;198;635;306;
4307;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0020.png;10;Starfish;431;460;476;522;
4413;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0020.png;11;Small_fish;312;199;350;248;
23598;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0007.png;14;Crab;495;463;522;494;
18711;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0097.png;13;Crab;486;440;574;505;
18885;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0097.png;14;Fish;463;376;504;436;
7074;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0024.png;1;Starfish;398;477;469;535;
7374;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0024.png;3;Crab;584;443;620;470;
7655;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0024.png;4;Small_fish;0;414;28;430;
11814;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0117.png;3;Starfish;431;459;475;505;
19501;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0147.png;6;Fish;544;331;640;401;
4673;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0178.png;8;Starfish;432;462;474;520;
17055;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0113.png;19;Fish;681;0;736;16;
7101;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0051.png;1;Starfish;398;477;469;535;
7401;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0051.png;3;Crab;587;443;624;471;
7682;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0051.png;4;Small_fish;0;484;15;500;
7707;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0051.png;5;Small_fish;151;402;205;432;
7921;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0051.png;6;Small_fish;0;391;23;407;
19972;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0145.png;30;Starfish;408;512;489;539;
20182;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0145.png;31;Crab;325;287;373;318;
18432;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0097.png;2;Starfish;554;411;647;530;
18572;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0097.png;4;Fish;335;417;546;509;
16601;2019-02-20_19-19-23to2019-02-20_19-19-40_1-0215.png;4;Fish;0;457;73;512;
13393;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;1;Small_fish;200;207;260;240;
13437;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;4;Small_fish;164;266;224;298;
13533;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;9;Small_fish;213;260;266;284;
13627;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;10;Small_fish;298;335;350;352;
13711;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;3;Small_fish;220;335;294;368;
13810;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;5;Small_fish;218;235;291;260;
13911;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;11;Small_fish;202;331;257;362;
14011;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;13;Small_fish;364;288;427;330;
14109;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;14;Small_fish;273;408;324;429;
14244;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;17;Starfish;540;490;620;539;
14344;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;18;Small_fish;390;124;462;162;
14434;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;21;Small_fish;281;133;332;162;
14534;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;23;Small_fish;289;286;356;312;
14629;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;24;Small_fish;353;160;423;185;
14729;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;25;Small_fish;362;308;426;345;
14822;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;26;Small_fish;215;355;266;385;
14905;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;28;Small_fish;397;208;462;249;
14948;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;29;Small_fish;277;365;323;388;
15008;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0076.png;30;Small_fish;253;299;294;321;
16847;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0049.png;28;Fish;40;83;136;156;
16939;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0049.png;30;Starfish;526;457;638;539;
13268;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;1;Small_fish;499;112;547;143;
13326;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;4;Small_fish;475;171;524;195;
13468;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;7;Small_fish;485;197;518;217;
13564;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;10;Small_fish;504;227;547;241;
13644;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;2;Small_fish;519;186;564;210;
13741;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;5;Small_fish;522;151;560;169;
13842;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;11;Small_fish;487;180;529;193;
13942;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;13;Small_fish;499;254;546;272;
14042;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;6;Small_fish;541;206;577;222;
14140;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;15;Small_fish;527;215;561;227;
14175;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;17;Starfish;540;490;619;539;
14275;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;18;Small_fish;590;112;623;130;
14465;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;23;Small_fish;580;167;616;187;
14597;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;24;Small_fish;627;141;670;162;
14660;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0007.png;25;Small_fish;648;194;675;208;
21186;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0123.png;26;Starfish;414;512;479;539;
21331;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0123.png;28;Crab;471;293;522;333;
2823;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0150.png;20;Small_fish;518;367;560;463;
3024;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0150.png;21;Crab;660;452;689;485;
3234;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0150.png;22;Crab;592;478;645;513;
3464;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0150.png;23;Crab;552;426;582;448;
3487;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0150.png;25;Crab;422;354;457;378;
938;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0149.png;16;Shrimp;485;123;530;170;
1150;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0149.png;17;Starfish;371;413;397;479;
2829;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0156.png;20;Small_fish;532;369;577;467;
3030;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0156.png;21;Crab;660;451;689;484;
3240;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0156.png;22;Crab;593;480;646;515;
3493;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0156.png;25;Crab;423;353;458;377;
16819;2019-02-22_22-11-57to2019-02-22_22-12-10_1-0119.png;10;Fish;562;159;691;220;
16354;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0174.png;25;Fish;411;219;545;279;
25313;2019-03-20_10-50-55to2019-03-20_10-51-03_1-0032.png;16;Starfish;434;292;474;328;
16738;2019-03-20_23-54-24to2019-03-20_23-54-35_1-0175.png;7;Fish;477;191;544;348;
15294;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0200.png;16;Fish;229;217;269;241;
19647;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0100.png;17;Fish;73;220;306;459;
4536;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0041.png;8;Starfish;432;462;474;520;
2053;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0081.png;19;Fish;579;393;645;428;
13315;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;1;Small_fish;262;120;319;154;
13373;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;4;Small_fish;261;159;317;204;
13511;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;9;Small_fish;262;199;307;225;
13605;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;10;Small_fish;281;261;343;285;
13689;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;3;Small_fish;287;282;352;317;
13788;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;5;Small_fish;309;143;376;171;
13889;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;11;Small_fish;232;221;291;268;
13989;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;13;Small_fish;337;294;386;320;
14087;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;14;Small_fish;363;314;417;335;
14222;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;17;Starfish;540;490;620;539;
14322;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;18;Small_fish;432;143;502;163;
14412;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;21;Small_fish;369;78;427;94;
14512;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;23;Small_fish;344;248;413;273;
14607;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;24;Small_fish;463;167;520;185;
14707;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;25;Small_fish;441;264;491;291;
14800;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;26;Small_fish;298;320;372;342;
14883;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;28;Small_fish;412;205;475;245;
14986;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;30;Small_fish;342;229;403;245;
15131;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0054.png;35;Small_fish;344;259;397;273;
23006;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0037.png;10;Starfish;448;247;491;287;
19886;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0059.png;30;Starfish;408;512;489;539;
20096;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0059.png;31;Crab;419;289;462;313;
3648;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0048.png;34;Small_fish;711;277;743;293;
4017;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0048.png;43;Starfish;546;487;613;539;
22076;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0107.png;37;Crab;563;420;593;446;
22191;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0107.png;38;Crab;489;409;517;437;
22285;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0107.png;39;Crab;684;406;733;439;
9750;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;12;Small_fish;285;366;384;421;
9751;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;14;Small_fish;227;321;325;373;
9752;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;16;Small_fish;337;293;491;340;
9753;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;18;Small_fish;481;398;616;466;
9754;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;19;Small_fish;184;395;291;463;
9755;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;20;Small_fish;244;429;324;500;
9756;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;21;Small_fish;124;466;241;530;
9757;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;23;Small_fish;370;486;504;540;
9758;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;24;Small_fish;242;489;345;529;
9759;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;25;Small_fish;146;498;248;543;
9760;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;3;Small_fish;361;425;461;479;
9761;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;4;Small_fish;144;373;243;436;
9762;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0119.png;9;Small_fish;397;380;523;435;
19581;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0227.png;6;Fish;508;342;587;384;
5409;2019-03-06_22-24-20to2019-03-06_22-24-31_1-0088.png;27;Shrimp;43;488;111;539;
11861;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0164.png;3;Starfish;431;459;475;505;
11991;2019-02-21_06-52-16to2019-02-21_06-52-34_1-0164.png;6;Small_fish;553;487;659;525;
5567;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0128.png;47;Small_fish;679;256;820;346;
5696;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0128.png;49;Small_fish;864;301;958;373;
5843;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0128.png;55;Starfish;558;491;612;533;
19782;2019-03-06_22-01-00to2019-03-06_22-01-09_1-0085.png;32;Crab;617;406;655;426;
3972;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0003.png;43;Starfish;546;487;613;539;
25112;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0011.png;20;Starfish;451;149;519;218;
19523;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0169.png;6;Fish;529;330;613;399;
22072;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0103.png;37;Crab;561;420;591;446;
22187;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0103.png;38;Crab;489;409;517;437;
22281;2019-03-06_22-12-29to2019-03-06_22-12-37_1-0103.png;39;Crab;684;406;733;439;
19722;2019-03-06_22-01-00to2019-03-06_22-01-09_1-0025.png;32;Crab;661;409;701;427;
4025;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0056.png;43;Starfish;546;487;613;539;
19160;2019-03-20_23-30-18to2019-03-20_23-30-28_1-0016.png;5;Fish;85;441;166;515;
17116;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0174.png;19;Fish;724;81;930;268;
21370;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0017.png;41;Crab;664;415;713;450;
19434;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0080.png;6;Fish;598;391;695;458;
835;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0046.png;16;Shrimp;160;16;210;46;
1047;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0046.png;17;Starfish;371;413;397;479;
18278;2019-02-22_22-22-16to2019-02-22_22-22-27_1-0068.png;15;Fish;38;241;398;539;
5239;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0014.png;14;Starfish;407;502;481;539;
16202;2019-02-20_19-23-53to2019-02-20_19-24-12_1-0231.png;7;Fish;416;461;681;539;
17416;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0053.png;21;Fish;457;462;702;539;
17585;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0053.png;36;Crab;449;479;496;520;
5570;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0131.png;47;Small_fish;662;290;803;405;
5714;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0131.png;53;Small_fish;590;456;794;529;
5846;2019-03-19_17-02-30to2019-03-19_17-02-42_1-0131.png;55;Starfish;558;491;608;538;
19208;2019-03-20_23-30-18to2019-03-20_23-30-28_1-0064.png;5;Fish;318;378;409;449;
2167;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0073.png;15;Starfish;504;453;533;475;
2241;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0073.png;16;Small_fish;464;93;516;178;
2351;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0073.png;17;Crab;439;415;471;463;
2459;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0073.png;18;Crab;556;498;591;538;
2571;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0073.png;19;Crab;644;504;683;532;
2681;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0073.png;20;Crab;718;512;765;539;
23035;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0066.png;10;Starfish;448;247;491;287;
23105;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0066.png;11;Crab;276;197;349;281;
24318;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0044.png;17;Starfish;417;392;463;423;
24384;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0044.png;18;Jellyfish;4;424;33;452;
24756;2019-03-20_05-40-25to2019-03-20_05-40-33_1-0060.png;6;Jellyfish;138;93;176;127;
15622;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0083.png;8;Fish;381;364;557;513;
17459;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0096.png;21;Fish;751;454;859;539;
17631;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0096.png;36;Crab;448;467;491;519;
2065;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0093.png;19;Fish;579;393;645;428;
21355;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0002.png;41;Crab;664;415;713;450;
2118;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0024.png;15;Starfish;504;453;533;475;
2302;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0024.png;17;Crab;440;436;476;477;
2411;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0024.png;18;Crab;556;498;591;538;
2522;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0024.png;19;Crab;660;509;699;537;
2632;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0024.png;20;Crab;722;506;779;539;
4687;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0192.png;8;Starfish;432;459;474;519;
19772;2019-03-06_22-01-00to2019-03-06_22-01-09_1-0075.png;32;Crab;621;406;657;425;
17443;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0080.png;21;Fish;651;420;831;539;
17615;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0080.png;36;Crab;448;467;491;520;
10162;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;12;Small_fish;267;304;359;366;
10163;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;16;Small_fish;257;191;348;279;
10164;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;18;Small_fish;418;330;506;389;
10165;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;19;Small_fish;129;330;242;397;
10166;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;2;Small_fish;377;381;437;421;
10167;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;20;Small_fish;217;311;292;412;
10168;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;21;Small_fish;109;362;211;443;
10169;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;23;Small_fish;229;392;361;481;
10170;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;24;Small_fish;281;352;375;411;
10171;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;25;Small_fish;146;405;259;497;
10172;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;26;Small_fish;187;272;276;331;
10173;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;27;Small_fish;193;463;291;532;
10174;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;28;Small_fish;196;430;283;480;
10175;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;3;Small_fish;330;270;445;353;
10176;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;31;Small_fish;351;475;431;531;
10177;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;35;Small_fish;363;494;435;549;
10178;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;4;Small_fish;152;221;259;320;
10179;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0146.png;9;Small_fish;406;267;481;343;
21460;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0107.png;41;Crab;666;415;715;447;
15686;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0147.png;8;Fish;749;141;856;264;
20256;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0074.png;1;Crab;70;393;133;450;
20418;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0074.png;2;Crab;596;450;632;482;
7228;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;1;Starfish;399;475;470;533;
7528;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;3;Crab;599;424;642;454;
7834;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;5;Small_fish;1;382;56;397;
8048;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;6;Small_fish;38;408;90;423;
8200;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;7;Small_fish;9;373;66;388;
8420;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;9;Small_fish;30;317;94;351;
8602;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;11;Small_fish;0;436;32;453;
8759;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;12;Small_fish;0;466;58;490;
8843;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;16;Small_fish;18;299;39;321;
8971;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0178.png;19;Small_fish;0;429;29;444;
25194;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0093.png;20;Starfish;451;149;519;218;
21453;2019-03-19_11-42-13to2019-03-19_11-42-21_1-0100.png;41;Crab;666;415;715;447;
17429;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0066.png;21;Fish;518;412;782;539;
17601;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0066.png;36;Crab;448;467;491;517;
675;2019-03-21_01-41-04to2019-03-21_01-41-16_1-0089.png;11;Small_fish;147;45;206;69;
2090;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0118.png;19;Fish;579;393;645;428;
16831;2019-02-22_22-11-57to2019-02-22_22-12-10_1-0131.png;10;Fish;630;162;742;219;
23372;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0043.png;8;Starfish;540;477;636;539;
